art_id,keyword
96781,ariatric surgery;body mass index;excess weight;gastric bypass;hypoxemia;obesity
96783,eg;hyponoea;linear and nonlinear methods;lyapunov;music;sleep
96784,bct images;gaussian kernel blurring filter;pca;upper airway image slices;upper airway segmentation;volumetric upper airway visualization
96785,pnoea detection methods;infant sleep apnoea;infrared motion sensors
96786,mpirical mode decomposition;hilberthuang transform;intrinsic mode function;obstructive sleep apnea;oronasal airway pressure;sleep apnea diagnosis;sleep breathing disorders
96787,ata mining;realtime monitoring;sleep apnea and hypopnea syndrome detection;spo signal analysis
96788,onrestrained dogs;respiratory inductive plethysmography;telemetry
96789,reactive protein;cytokines;inflammation;markers;sleep apnea
96790,affeine targets;networks;obesity;polypharmacy;reactive oxygen species
96792,denoid pad;adenoidal hypertrophy;adenotomy;nasal steroids;steroids
96793,r coefficients;electroencephalogram;least squares support vector machines;sleep apnoea hypopnoea
96796,daptive neurofuzzy inference system;electroencephalogram;sleep apnoea hypopnoea;wavelet coefficients
96797,hildren;decreases in the amplitude fluctuations of pulse photoplethysmography signal;ppg;pulse transit time variability;sleep apnea;timefrequency
96798,ntipsychotic;polysomnography;sleep apnea
96799,utomatic classification;feature extraction;heart rate variability;sleep analysis;timefrequency autoregressive analysis
96800,euromuscular responses;upper airway neuromuscular control
96802,ognition;driving simulation;sleep apnea;spectral analysis
96803,ntihypertensive treatment;refractory hypertension;secondary hypertension;treatment resistance
96804,ypertension;obesity;risk factor interdependence;sleep disorders
96805,mnesia;brain injury;circadian disorder;memory;sleep disturbance;trauma
96806,ndine curse;phoxb gene;rapideyemovement sleep
96808,bstructive sleep apnea;pharynx;physiopathology
96809,rterial compliance;blood pressure;heart rate;modelling;paediatrics;respiratory sleep studies
96811,pnea;capnography;etco;nonintubated;obstructive sleep apnea;polysomnography;respiratory care
96813,cclimatization;acetazolamide;acute mountain sickness;andean;animals at high altitude
96814,ancer;circulating dnarna;diabetes;diagnosis;nucleic acid uptakeexpression;plasmaserum
96815,lood pressure;hypopnoea;noninvasive monitoring;sleep apnoea
96817,ypertension;occupation;shift work;sleep duration;sleepdisordered breathing
96818,erebellum;hypertension;inferior olive projections;sudden infant death syndrome
96819,lomus cells;hyperplasia;sensory longterm facilitation
96821,ata clustering;nocturnal oximetry;nonlinear analysis;obstructive sleep apnoea syndrome;radial basis function neural network
96822,denoidectomy;childhood obesity;lingual tonsils;obstructive sleep apnea;pediatric imaging;tonsillectomy
96823,iomedical optical imaging;endoscopy;optical coherence tomography;sleep apnea;upper airway
96824,rmodafinil;excessive sleepiness;narcolepsy;obstructive sleep apnea;shift work;wake promotion
96825,pnoea;automated detection;compressed waveform;nonlinear filtering;tracheal breathing sound
96826,rousal from sleep;autonomic nervous system;heart rate variability;sleep fragmentation;timefrequency distributions
96827,irway obstruction;neural network;photoplethysmography;pulse oximeter
96828,aspases;cell death;fas receptor;mitochondrial;obese
96830,rashes;driving simulation test;mslt;osas;sleepiness
96831,cetazolamide;closedloop gain;control of breathing;methazolamide;nhe inhibitors
96832,riving performance;driving simulators;eeg;microsleep;obstructive sleep apnea syndrome
96834,hagas disease;cheynestokes respiration;congestive heart failure;gender;sleep apnea
96835,attress;pillow;sleepdisordered breathing
96836,ippocampus;intermittent hypoxia;nitric oxide;potassium channel;sleep apnea;snitrosylation
96837,pap;epworth sleepiness scale;modafinil;obstructive sleep apnea syndrome;placebo effect;residual sleepiness
96840,daptive resonance theory;electroencephalogram;healthy controls;narcolepsy;neural network;obstructive sleep apnea;pupil stage
96842,rousal;excessive daytime sleepiness;locus coeruleus;modafinil;obstructive sleep apnea;pupil
96843,ehaviour;hypothalamus;intermittent hypoxia;plasticity;respiration
96844,oundary layer theory;expiratory flow limitation;finite element modelling;fluidstructure interaction;in vitro experiment;numerical simulation;obstructive sleep apnea;snoring;upper airway
96845,ost analysis;economics;nocturnal pulse oximetry;polysomnography;questionnaire
96846,enioglossus;obstructive sleep apnea syndrome;percutaneous biphasic electrical stimulation;sleep medicine
96847,lassification;esophageal pressure;jaw movement;respiratory effort;sleep apneahypopnea;wavelet
96848,ndothelial nitric oxide synthase;ionomycin;pulmonary hypertension;right ventricular hypertrophy;sleep apnea;vascular remodeling
96849,poptosis;cardiac hypertrophy;obstructive sleep apnea
96850,pnea;human;muscle sympathetic nerve activity;ultrasound
96853,poptosis;comet assay;dna damage;dna repair;obstructive sleep apnea syndrome
96854,obile devices;pattern recognition of physiological signals;sleep apnea;wearable physiological sensors and monitoring
96869,rousal threshold;dial down;effective recruitment threshold;mechanisms
96871,ypocapnia;sleep apnea;sleepdisordered breathing
96876,ormobaric hypoxia;polysomnography;respiratory disturbances;slowwave sleep
96877,irway;children;cine study;magnetic resonance;obstructive sleep apnea
96879,lcohol consumption;oxygen desaturation;sleepdisordered breathing
96880,pneahypopneaindex;central apnea;obstructive apnea;shift work;sleep deprivation
96881,pap;heart failure;hemodynamics
96882,oncontacting;phaseportrait reconstruction method;respiration signal monitoring;sleep apnea;ultrasound attenuation characteristic
96883,ompliance;cpap;hermeneutics;qualitative research;sleep apnea
96884,rterial hypertension;cardiopulmonary exercise test;exercise tolerance;obstructive sleep apnea;oxygen uptake
96885,rain damage;cpap;osas;sleepiness
96886,lood pressure regulation;breath holding;obstructive sleep apnea;shift work
96887,utonomic neuropathy;day time sleepiness;diabetes;obstructive sleep apnea syndrome
96888,ollegiate athlete;hypothenar hammer syndrome;ulnar artery thrombosis
96889,new caledonia;bshanghai;humoral immunity;hypoxia;influenza;obstructive sleep apnea;osa;vaccination;vaccine
96890,ene polymorphism;leptin;leptin receptor;lipids;obstructive sleep apnea
96891,eptin;obstructive sleep apnea syndrome;serum;urine
96892,enioglossus;hyoglossus;pharynx;sleep apnea;tongue muscles
96893,linical prediction rules;data analysis;fuzzy logic;obstructive sleep apnea;typicality measure
96895,ypoglossal nerve;mri;pharynx;respiratory system;sleep apnea
96896,yoid mental distance;mandibular hypoplasia;modified mallampati score;occupational health;pulse oximetry;screening;sleepdisordered breathing;tonsillar hypertrophy
96897,pneahypopnea index;ischemic stroke;sleep related breathing disorder;transient ischemic attack
96898,eg;intermittent hypoxia;respiratory activity
96902,pproximate entropy;heart rate variability;nonlinear signal processing;obstructive sleep apnea;power spectral density;sample entropy
96903,losing pressure;obstructive sleep apnea;pathophysiology;upper airway
96904,lood flow;breath rate;cardiac pulse;facial tracking;humancomputer interaction;sleep apnea;stress;thermal imaging
96907,hemoreflex sensitivity;hypertension;hypoxia;sleep apnea;sympathetic nerve activity
96908,ontrol of breathing;critical closing pressure;longterm facilitation;upper airway resistance
96909,pnoea;computed tomography;malocclusion;mandible;syndrome
96910,lectromyography;mechanomyography;muscle activity;mutual information;pulmonary disease
96912,igherorder statistics;obstructive sleep apnea;snore related sounds;total airways response
96913,utonomic nervous system;baroreflex;closedloop control;heart rate variability;minimal model;respiratory sinus arrhythmia;volterrawiener model
96914,econdary pulmonary hypertension;sildenafil
96915,luidstructure interaction;numerical simulation;obstructive sleep apneahypopnea syndrome;soft palate;threedimensional finite element reconstruction;upper airway
96916,chocardiography;obstructive sleep apnea;right ventricle;tissue doppler imaging
96917,ltitude;microdialysis;skin;sleep apnea syndrome;sympathetic nervous system;vascular resistance
96920,nterior segment;contact lenses;continuous positive airflow pressure machine;obstructive sleep apnea;ocular surface disease
96921,nspiratory resistive loading;sleepdisordered breathing
96926,enioglossus muscle;hypoglossal motor nucleus;obesity;obstructive sleep apnea;serotonin;sleep
96929,cute stroke;neuroprotection;sleep apnea
96930,schemia;obstructive sleep apnea;oxidative stress;thioredoxin
96931,arbon dioxide rebreathing;episodic hypoxia;placebo;ventilatory threshold
96932,enomics;health priorities;healthy people programs;public health informatics
96933,eart failure;limit cycle;respiration;respiratory control;sleep apnea
96934,eglutition;oropharyngeal reflex;sleepdisordered breathing
96935,mplitude modulation;apnea detection;heart rate;multilead ecg;respiratory movements
96936,eural prostheses;recruitment order;selective nerve stimulation
96940,lectrocardiogram;fourier transform;heart rate variability;respiratory waveform;scale transform
96941,ehabilitation;sleep apnea syndromes;spinal cord injuries;tetraplegia
96942,oninvasive ventilation;phase angle;respiratory inductive plethysmography;sleep apnea;spinal muscular atrophy;thoracoabdominal coordination
96943,pworth sleepiness scale;home pulse oximetry;hypertension;overweight;polysomnography;sleep apnea
96944,ose;treatment;upper airway
96945,pnoea;effectiveness;health outcomes;sleep apnoea;surgery
96946,ritical pressure;mechanical properties;neuromuscular control;obstructive sleep apnea
96947,utoregulation;polysomnography;sleepdisordered breathing
96948,onduction velocity estimation;electromyography;genioglossus muscles;linear electrode array;obstructive sleep apnea syndrome
96949,ipoproteins;oxidative stress;sleep apnea
96951,pnea;approximate entropy;arterial oxygen saturation;overnight pulse oximetry;regularity
96952,ehaviour;chemostimulation;control of breathing;hypothalamus
96953,ealth management;occupational physician;pulse oximeter;screening;sleep apnea syndrome
96954,yponatremia;lymphoma;pentostatin;siadh;syndrome of inappropriate antidiuretic hormone
96968,lowmeter;nasal cannula;nasal resistance;physiological monitoring;rhinitis;sleep apnea
96972,iffusion tensor imaging;dyspnea;hypoxia;respiration;sleepdisordered breathing
96974,agnetic resonance imaging;sleep apnea;velopharynx
96975,octurnal events;shrinking lung syndrome;systemic lupus erythematosus
96976,ntegrated spectrum;maximum flow velocity;modified geometric method
96977,erebellum;functional magnetic resonance imaging;insula;ondine curse
96978,olynomial equation;pressureflow relationship
96979,ortical blood flow;middle cerebral artery velocity;transcranial doppler ultrasound
96982,ine study;in infants and children;magnetic resonance;sleep apnea
96985,dherence;cpap therapy;osas;quality of life
96986,pnoea;craniometaphyseal;craniotubular bone disorder
96987,losing pressure;mouth opening;neck positions;obstructive sleep apnea;upper airway
96988,hildren;critical pressure;infants;sleepdisordered breathing;upper airway collapsibility
96989,pisodic hypoxia;nonrapid eye movement sleep;obstructive sleep apnea;ventilatory control
96991,cclimatization;acetazolamide;arousals;awakening;benzodiazepines;hypocapnia;hypoxia;periodic breathing
96993,yperoxic test;minute ventilation;sleep states;sudden infant death syndrome
96994,denotonsillar hypertrophy;apnoehypopnoea index;cephalometry;child;obstructive sleep apnoea syndrome;radiography;skull
96997,ompound action potential;electromyogram;flat interface nerve electrode;obstructive sleep apnea;selective nerve stimulation
97000,lustering;dermatology;neural networks;pattern discovery and visualization;sleep apnea
97001,ontrol of breathing;development;sleep
97002,bstructive sleep apnea;tongue musculature;upper airway;vestibular system
97003,erebral microcirculation;endothelium;hippocampus;intermittent hypoxia;leukocytes
97004,lood pressure;heart rate;hypercapnia;hypoxia
97005,ntermittent hypoxia;obstructive sleep apnea
97006,nterventional procedures;magnetic resonance;radiofrequency ablation tongue;sleep apnea
97007,ontinuous positive airway pressure;cpap;genioglossus advancement;hyoid suspension;maxillary and mandibular advancement;model;obstructive sleep apnea;oral appliance;outcome;uvulopalatopharyngoplasty
97008,irway;closing pressure;collapsibility;obstruction;pharynx
97010,utomatic analysis;sleep cycles;sleep eeg;sleep spindle
97011,ritical pressure;hypoglossus;pressureflow relationships
97012,pper airway mechanics
97013,esigned data;implied values;routine data;value of research output;willingness to pay
97014,pnea;hypopnea;magnetic resonance imaging;obstructive apnea hypopnea index;upper airway
97015,eart rate;human research;longrange correlations;polysomnography;scaling analysis;sleep;sleep apnea;spectral analysis
97016,lood pressure;heart rate;infant;nasal continuous positive airway pressure;obstructive sleep apnea;sudden infant death syndrome
97018,leep apnoea;snoring;swallowing disorders;videoradiography
97022,ays off work;health economy;incremental costs;internal medicine;monitoring
97024,xercise;fatigue;obesity;perception of energy;quality of life;sleep disorder
97025,leepapnea;sleepdisordered breathing;snoring;traffic accidents
97026,obot bed;sleep apnea;sleep research;vital signs monitoring
97027,ypercapnia;obstructive sleep apnea;respiratory phenotype
97028,eneral anesthesia;obstructive sleep apnea
97029,rain;central nervous system;cyclical hypoxia;proteins
97030,lectrocardiogram;estimated respiration;heart rate variability;pattern recognition;sleep apnoea
97031,irway manometry;polysomnography;respiration
97032,im;obstructive sleep apnea;outcome;rehabilitation;sleep;snoring;stroke
97033,o partial pressure;hyperventilation;hypoventilation
97034,ilator;obstructive sleep apnoea;ultrasound;upper airway collapse
97035,bstructive sleep apnea;sleep apnea syndrome;upper airway
97038,arynx;lung volume;polysomnography;sleep
97039,utonomic;dive reflex;functional magnetic resonance imaging;heart rate;respiration
97040,bnormalities;cine study;in infants and children;magnetic resonance;nasopharynx;sleep apnea;small airways disease
97041,type natriuretic peptide;nesiritide;pulmonary edema
97042,nterior cingulate;cerebellum;functional magnetic resonance imaging;hippocampus;insula
97044,utomatic cpap;compliance;cpap therapy;forced oscillation technique;sleep apnea syndromes
97045,ontrol of breathing;oronasal;sleep apnea;upper airway
97046,ccidents;daytime sleepiness;driving simulator;neuropsychological tests
97047,ontrol of breathing;respiration;sleep apnea syndromes;whole body plethysmography
97048,ventrelated potentials;global field power;mechanoreceptor afferent activity;respiratory mechanoreceptors;sleep disordered breathing;timefrequency analysis;wavelet analysis
97049,hase difference detection;polysomnography;sleep apnea
97050,dverse drug events;adverse drug reactions;patient interview;pharmacovigilance;spontaneous reporting
97051,eartrate variability;nonlinear dynamics;sleep;sleep apnea;sleep stages
97052,ardiovascular disorders;cytokines;desaturation magnitude;hypoxic stress;interleukin;intracellular adhesion molecule;ischemic heart disease;monocyte chemoattractant protein
97053,ontrol of breathing;gender;sleep apnea;ventilatory stability
97054,agnetic;phrenic nerve;sleep apnea syndrome;stimulation;upper airway
97055,ontrol of breathing;gender;hypocapnia
97056,entral apnea;central chemoreceptors;mechanical ventilation;nonrapid eye movement sleep;sleepdisordered breathing;ventilatory overshoot
97061,lectromyography;fatigue;genioglossus muscle;sleep apnoea syndrome;tongue
97062,lectrocardiogram artifacts;energy interval histogram;ensemble average subtraction;nonlinear energy operator
97063,ender;genioglossus muscle;obstructive sleep apnea
97064,ung;lung diseases;pet
97066,isturbances of sleep and wakefulness;treatment
97070,ontrol of breathing;hypercapnia;obstructive sleep apnea;pharyngeal muscles
97073,ollapsibility;critical pressure;obstructive sleep apnea;tracheostomy
97074,evelopment;elderly;evaluation;internet;quality
97075,arbon dioxide;hypercapnia;hypoventilation;pickwickian syndrome;sleep apnea syndromes
97076,lassification;neural networks;polysomnography;respiration monitoring;sleep apnea
97077,ealth outcomes;metaanalysis;patient adherencecompliance
97078,ltitude residents;altitude training;erythropoietin;hemoglobin mass;mountaineers;plasma volume;red cell volume;sleep apnea;sleep hightrain low;work at altitude
97079,arotid body;control of breathing;hypercapnic ventilatory response;hypoxiainducible factor;hypoxic ventilatory response;longterm facilitation
97080,ontinuous positive airway pressure;hemiplegia;sleep apnea;stroke
97081,asecontrol study;casereferent study;jobexposure matrix;occupational exposure to solvents;sleep apnea
97082,ngiotensin ii;hypertension;salt diet;sleep apnea
97083,ender;obstructive sleep apnea;upper airway muscle control;ventilatory afterdischarge
97084,iaphragm;magnetic stimulation;obstructive sleep apnea syndrome;phrenic nerve stimulation;respiratory mechanics
97085,iaphragm twitch;electrical phrenic nerve stimulation;electromyographic tonic activity
97086,nalgesia;closing pressure;obstructive sleep apnea
97087,rosssectional area;nonrapid eye movement sleep;upper airway imaging;upper airway structure
97088,audal tracheal displacement;closing pressure;pharyngeal compliance;sleep apnea
97089,irflow limitation;caudal tracheal displacement;negativepressure dependence;sleep apnea
97090,pnea;hypopnea;pulse oximetry
97091,cg;estimated respiration;heart rate variability;physiologic signal databse;physionet;sleep apnoea
97095,hildren;infants;neck;respiratory system
97096,inimal model;obstructive sleep apnea;respiratory control;stability
97098,ost minimization study;obstructive sleep apnea syndrome;polysomnography;telemedicine
97099,pisodic hypoxia;inspiratory flow limitation;nonrapid eye movement sleep;upper airway resistance;ventilatory control
97100,rousal;intermittent hypoxia;nonrapid eye movement sleep;polysomnography;rapid eye movement sleep
97103,ngina;bladder;functional electrical stimulation;incontinence;neural prostheses;neural stimulation;neuromodulation;spinal cord injury;upper airway
97104,ost analysis;polysomnography;sleep apnea;unattended sleep monitoring
97106,entral sleep apnea;methadone;obstructive sleep apnea;opiate dependence;sleep;sleep apnea;sleepdisordered breathing
97107,ehabilitation;sleep apnea syndromes;stroke
97108,rtificial intelligence;pattern representation;sleep staging;time series
97109,rousal;locus coeruleus;norepinephrine;sleep;wake
97110,bdominal effort signal;artificial neural networks;sleep apnea syndrome;wavelet transform
97111,ignal and image processing
97112,ulticlass fscore feature selection;multilayer perceptron artificial neural network;obstructive sleep apnea syndrome;polysomnography
97113,ilevel positive airway pressure;breathing period prediction;gain scheduling;obstructive sleep apnea
97114,aussian function;mexican hat wavelet;obstructive sleep apnea;signal modeling;signal parameterization;snore excitation source;snore sf derivative;snore source flow;snore synthesis;snoring
97116,olysomnography;sleep architecture;sleeprelated breathing disorders;slowwave sleep;type  diabetes
97119,daptive denoising algorithm;eeg signal;lorenz;wavelet
97120,dolescents;cardiovascular adverse events;children;mood stabilizers;neurological adverse events
97121,ypoxia;oxidative stress;remodeling
97122,hildren;hong kong;obesity
97123,utomatic differentiation;central hypopnea;esophageal pressure;inspiratory flow limitation;noninvasive classification;obstructive hypopnea
97124,mpulse control disorder;multiplesystem athrophy;parkinson;piribedil
97125,lassifier selection;recurrence quantification analysis;repeated learningtesting;sleepdisordered breathing
97136,lectrocardiogram;heart rate variability;neural network;pattern classification;timevarying autoregressive model
97145,muwb;medical health;radar;uwbcommunication;wban
97147,hild;obstructive sleepdisordered breathing;phonological disorders;tonsil surgery
97150,cute poisoning;modafinil;stimulant
97152,ontinuous positive airway pressure therapy;obstructive sleep apnea;social comparison;stigma
97153,oreta;obstructive sleep apnea syndrome;omega complexity;posterior cingulate cortex;posterior parietal cortex;precuneus;quantitative eeg
97154,cg;neural networks;obstructive sleep apnea;sleep study;wavelet
97155,iscriminant analysis;knearest neighbours;logistic regression;obstructive sleep apnoea;oxygen saturation;statistical pattern recognition
97158,lustering;identification;inference;kmeans;neuroendocrine pulsatility;pattern recognition;sleep apneas
97159,ranial nerve injuries;growth hormone;vocal cord paralysis
97160,coustic analysis;nonlinear properties;obstructive sleep apnea;quadratic phase coupling;snore signals;snoring;wavelet bicoherence
97163,ome healthcare;integrated sensors system;respiratory cycle variability;rr interval;sleep apnea;time series analysis;wearable sensor
97164,coustical properties;obstructive sleep apnea;psychoacoustic metrics;snore signals;snore sounds;snore synthesis;snoring;upper airway crosssectional areas
97165,rousal index;electroencephalographic signals;periodic leg movement syndrome;sleep apnea;sleep fragmentation
97166,ircadian rhythm;clock gene;intermittent hypoxiareoxygenation;obstructive sleep apnea;vegf
97167,xperimental validation;laminar flow;obstructive sleep apnea;phonation;two dimensional
97169,ommunity pharmacy;screening;sleep disorders;sleep health
97170,fd;obstructive sleep apnea;pharyngeal airway;validation
97171,cyclovir;antivirals;doxycycline;kidney failure;moxifloxacin;obesity;toxicity
97172,mbulatory;automatic analysis;central apnoea;home recording;portable monitoring;sleep apnoea
97174,rainstem;elderly;gray matter volume;hypoxia;sleeprelated breathing disorders;vbm
97175,cgderived respiration;heart rate variability;obstructive sleep apnea;support vector machines;wavelet
97176,iuresis;natriuresis;obstructive apnea;renal nerve
97177,thnicity;health and safety;osa;osas symptoms;taxi drivers
97178,luetooth;electrocardiogram;obstructive sleep apnea;personal digital assistant;sleep
97179,uzzy reasoning;intelligent systems;sleep apneahypopnea syndrome
97180,ehaviour;cataplexy;rbd;sleep violence;sodium oxybate
97181,hildren;decreases in the amplitude fluctuations of photopletysmography;heart rate variability;pulse ppg;sleep apnea;timefrequency
97182,mbulatory device;obstructive sleep apnea;polysomnography;screening
97184,ripiprazole;central sleep apnea;geriatric
97186,pnoea;cardiac activity;discrete fourier transform;respiratory activity;tracheal sound
